TimeStep,c_t,c_wcaPair,c_patchPair,c_swapPair,c_ep,c_ek,v_eT,v_ec,v_eC,c_p,v_eB,v_eA,v_eM
4.5e6,0.04999183,75.94587,-5209.531999999999,0.0,-4574.673999999999,1162.235,-0.2201574,1986.836,1986.6149999999998,0.00018475320000000003,0.018687379999999996,0.01737144,0.036058820000000005
4.6e6,0.04999284,76.01395,-5216.417000000001,0.0,-4581.51,1162.2610000000002,-0.22059709999999993,2003.482,2003.262,0.00015474094,0.018685359999999998,0.017372099999999994,0.03605744999999999
4.7e6,0.049999039999999995,76.28111999999999,-5223.787000000001,0.0,-4588.439,1162.4050000000002,-0.22103450000000002,2018.6599999999999,2018.4380000000006,0.0002253101,0.018694870000000002,0.01737406,0.03606891
4.8e6,0.0500172,76.55041999999999,-5230.027,0.0,-4594.081,1162.8220000000001,-0.22137119999999996,2032.839,2032.6170000000002,0.0001759892,0.01871364,0.0173763,0.03608999
4.9e6,0.050001830000000004,76.59393000000001,-5235.525,0.0,-4599.67,1162.469,-0.221755,2048.228,2048.007,0.00016410678,0.018709970000000003,0.017371400000000002,0.03608137
5.0e6,0.04999788000000001,76.99027000000001,-5241.960000000001,0.0,-4605.385,1162.376,-0.2221296,2062.5299999999997,2062.307,0.00019532970000000002,0.018725730000000003,0.01737667,0.0361024
5.1e6,0.05001471,77.14159999999998,-5248.398,0.0,-4611.513,1162.767,-0.22249970000000002,2076.8319999999994,2076.61,0.0001973013,0.018734439999999998,0.017377979999999998,0.036112450000000004
5.2e6,0.05000800999999999,77.13445999999999,-5255.772999999999,0.0,-4618.808999999999,1162.6109999999999,-0.22298049999999997,2094.051,2093.825,0.00015654582,0.018752200000000004,0.01736587,0.03611805
5.3e6,0.04999607,77.34482,-5263.272,0.0,-4626.218999999999,1162.334,-0.22347640000000002,2110.9570000000003,2110.734,0.0001507872,0.01874801,0.01736224,0.036110249999999997
5.4e6,0.049980580000000004,77.46707999999998,-5269.423000000001,0.0,-4632.3099999999995,1161.974,-0.22389270000000003,2127.8360000000002,2127.612,0.00018480947399999997,0.01874921,0.01735685,0.036106059999999995
5.5e6,0.049986159999999995,77.57339,-5274.389000000001,0.0,-4637.023999999999,1162.103,-0.2241883,2143.051,2142.825,0.00016760412,0.01875468,0.01736083,0.03611551
5.6e6,0.049988290000000005,77.85078999999999,-5281.061000000001,0.0,-4643.411999999999,1162.1510000000003,-0.2245975,2160.289,2160.063,0.00015110617999999999,0.018756219999999997,0.017359700000000002,0.03611592
5.7e6,0.05004337,77.67766999999999,-5284.920000000001,0.0,-4646.519,1163.431,-0.224715,2173.621,2173.397,8.765366e-5,0.018794770000000002,0.017380990000000002,0.03617579
5.8e6,0.04999609,78.07940999999998,-5289.592999999999,0.0,-4651.200999999999,1162.3329999999999,-0.225088,2189.907,2189.684,0.00017072190000000002,0.01877707,0.01737221,0.036149289999999994
5.9e6,0.05000068,78.14756,-5294.777,0.0,-4656.414999999999,1162.4429999999998,-0.22541759999999997,2205.127,2204.903,0.0001787132,0.018779289999999997,0.01736349,0.03614278
6.0e6,0.04999353999999999,78.19942,-5299.245999999999,0.0,-4660.644,1162.275,-0.22570099999999998,2219.8820000000005,2219.656,0.00014208485000000002,0.01878469,0.01737036,0.03615506
6.1e6,0.05000877,78.52223999999998,-5306.890000000001,0.0,-4667.701999999999,1162.6290000000001,-0.2261338,2235.851,2235.625,0.0001059130942,0.01879252,0.01737952,0.036172010000000004
6.2e6,0.05000825,78.83045000000001,-5314.715000000001,0.0,-4675.026,1162.6150000000002,-0.2266071,2251.878,2251.6520000000005,0.00015169736,0.018805530000000004,0.017378799999999996,0.03618435
6.3e6,0.05001145,78.81515999999999,-5319.165999999999,0.0,-4679.284,1162.691,-0.2268769,2266.6629999999996,2266.4350000000004,0.00010404713,0.018822909999999998,0.01737488,0.03619779999999999
6.4e6,0.05000146,78.90147,-5323.1089999999995,0.0,-4683.599,1162.4599999999998,-0.2271702,2282.778,2282.5530000000003,0.00016451311999999998,0.018812210000000003,0.01735633,0.036168530000000004
6.5e6,0.05000157000000001,79.07361999999999,-5328.593000000001,0.0,-4688.583,1162.46,-0.2274917,2298.7309999999998,2298.502,9.3820494e-5,0.01884314,0.017346280000000002,0.036189450000000005
6.6e6,0.05000772,79.29741000000001,-5332.984999999999,0.0,-4692.49,1162.605,-0.22773419999999994,2313.7690000000002,2313.541,0.00014556953,0.01883934,0.017367059999999997,0.0362064
6.7e6,0.050019020000000004,78.97265,-5336.848,0.0,-4696.437,1162.866,-0.22797199999999998,2328.693,2328.4649999999992,2.0499540000000002e-5,0.01884148,0.01738047,0.036221949999999996
6.8e6,0.049986569999999994,79.35041999999999,-5340.277,0.0,-4699.789000000002,1162.113,-0.2282371,2345.0119999999997,2344.7840000000006,9.312366999999999e-5,0.01883854,0.01736396,0.03620249999999999
6.9e6,0.050000119999999995,79.40899999999999,-5344.072,0.0,-4703.66,1162.4270000000001,-0.2284665,2360.048,2359.818,9.217334999999998e-5,0.018843370000000005,0.01735031,0.036193649999999994
7.0e6,0.05001616,79.51474999999998,-5348.809,0.0,-4707.768,1162.799,-0.22870759999999998,2375.157,2374.9269999999997,5.9582604e-5,0.0188587,0.017368840000000003,0.03622754
7.1e6,0.04999485,79.55073999999999,-5352.4839999999995,0.0,-4711.4400000000005,1162.306,-0.2289765,2390.9660000000003,2390.736,5.729095000000001e-5,0.018850759999999998,0.01737457,0.03622531999999999
7.2e6,0.050007180000000005,79.87265,-5356.295,0.0,-4714.751,1162.594,-0.22917170000000003,2406.018,2405.789,6.5668692e-5,0.018879270000000004,0.017357499999999998,0.036236769999999995
7.3e6,0.050004820000000005,79.86472,-5360.034000000001,0.0,-4718.635,1162.536,-0.2294259,2421.4,2421.1700000000005,4.416425999999999e-5,0.01886624,0.01736163,0.03622787
7.4e6,0.05001241000000001,80.08259999999999,-5362.831,0.0,-4721.221,1162.712,-0.22958099999999998,2435.56,2435.33,7.09283e-5,0.01886722,0.01736048,0.03622768999999999
7.5e6,0.05002339,80.14167999999998,-5365.67,0.0,-4723.4220000000005,1162.9690000000003,-0.2297069,2449.579,2449.3489999999997,9.500488e-5,0.01887382,0.01739115,0.03626495
7.6e6,0.05002846,80.20746000000001,-5368.344,0.0,-4725.958,1163.087,-0.22986270000000003,2464.486,2464.254,0.00010707755000000002,0.01888255,0.017387000000000003,0.03626956
7.7e6,0.050008580000000004,80.11209,-5370.67,0.0,-4728.749000000001,1162.624,-0.23007260000000002,2479.873,2479.643,5.287106000000001e-5,0.01887841,0.017367359999999995,0.03624579
7.8e6,0.050000050000000004,80.18955,-5373.692,0.0,-4731.581,1162.426,-0.23026809999999998,2494.592,2494.364,4.732697e-5,0.01888255,0.017370439999999997,0.036253020000000004
7.9e6,0.05000595,80.24480000000001,-5375.363,0.0,-4733.221,1162.5639999999999,-0.23036519999999996,2509.772,2509.541,6.276963e-5,0.01887856,0.01737283,0.03625135
8.0e6,0.049993930000000006,80.33929999999998,-5377.000999999999,0.0,-4734.803999999999,1162.2830000000001,-0.2304852,2524.588,2524.359,0.00010662112999999999,0.018878109999999997,0.017370649999999998,0.03624875
8.1e6,0.04999522,80.33875,-5379.0650000000005,0.0,-4736.928999999999,1162.313,-0.2306204,2538.321000000001,2538.0909999999994,5.542276999999999e-5,0.01888596,0.01735901,0.03624497
8.2e6,0.04999709,80.61266,-5381.058,0.0,-4738.517000000001,1162.357,-0.23071999999999998,2551.928,2551.6980000000003,8.292974200000001e-5,0.018892600000000002,0.01736077,0.03625338
8.3e6,0.04998469,80.59495,-5384.017000000001,0.0,-4741.719,1162.0700000000002,-0.23094510000000001,2567.568,2567.3380000000006,5.413268e-5,0.01888756,0.01735146,0.036239020000000004
8.4e6,0.04998865,80.65226,-5386.448999999999,0.0,-4744.026999999999,1162.163,-0.23108810000000002,2582.558,2582.325,0.00014740558,0.01887478,0.017368500000000002,0.03624329
8.5e6,0.05000985,80.84306000000001,-5389.620999999999,0.0,-4746.599999999999,1162.654,-0.23122209999999996,2596.344,2596.114,9.981146e-5,0.018905079999999998,0.0173646,0.036269680000000006
8.6e6,0.049987800000000006,80.6722,-5392.451999999999,0.0,-4749.881,1162.143,-0.23146690000000003,2612.5240000000003,2612.2889999999998,4.359974e-5,0.01889371,0.017357939999999995,0.03625164000000001
8.7e6,0.05000604000000001,80.94229999999997,-5395.9490000000005,0.0,-4752.861,1162.5639999999999,-0.231632,2627.3779999999997,2627.1479999999997,0.000117691108,0.018894309999999997,0.01737304,0.03626738
8.8e6,0.049994739999999996,81.03451000000001,-5399.022,0.0,-4755.7080000000005,1162.3020000000001,-0.23183249999999997,2642.921,2642.6870000000004,8.065214e-5,0.01891285,0.01736325,0.03627612000000001
8.9e6,0.04998651999999999,81.06432000000001,-5402.228999999999,0.0,-4759.1669999999995,1162.1119999999999,-0.2320681,2658.8930000000005,2658.6610000000005,7.901746e-5,0.01890937,0.01734857,0.03625793
9.0e6,0.05001,81.15879,-5405.8769999999995,0.0,-4761.996,1162.6580000000001,-0.2322152,2673.4100000000003,2673.1769999999997,5.178030500000001e-5,0.018916089999999997,0.017388690000000002,0.03630478
9.1e6,0.050009250000000005,81.04329000000001,-5407.7970000000005,0.0,-4764.157999999999,1162.641,-0.23235619999999998,2689.103,2688.871,-7.78881e-6,0.018925920000000002,0.017370450000000003,0.03629635
9.2e6,0.05000200000000001,81.0595,-5408.934,0.0,-4765.130999999999,1162.4720000000002,-0.23242960000000004,2703.5799999999995,2703.3480000000004,-2.0400779999999998e-5,0.018933239999999997,0.017372790000000003,0.036306059999999994
9.3e6,0.05000705000000001,81.39996000000001,-5410.761,0.0,-4766.854,1162.589,-0.23253329999999997,2718.63,2718.3990000000003,5.973819400000001e-5,0.01892898,0.017361659999999998,0.036290619999999996
9.4e6,0.049967849999999994,81.44908999999998,-5413.032,0.0,-4769.318,1161.679,-0.2327509,2734.3160000000007,2734.082,9.509291e-5,0.018912569999999997,0.01736265,0.036275209999999995
9.5e6,0.04999606,81.51307,-5414.9839999999995,0.0,-4770.6849999999995,1162.334,-0.23279680000000003,2747.9020000000005,2747.6719999999996,4.637374000000001e-5,0.01893889,0.017370080000000003,0.03630895
9.6e6,0.05001607,81.70295000000002,-5416.713,0.0,-4772.149,1162.8,-0.23286149999999997,2762.773,2762.5369999999994,0.00010359277,0.018933230000000002,0.01738027,0.03631348
9.7e6,0.04998422,81.61184,-5419.548,0.0,-4775.428999999999,1162.058,-0.23312080000000002,2779.5260000000003,2779.29,3.711728599999999e-5,0.01893373,0.01735699,0.03629072
9.8e6,0.049993720000000005,82.00961000000002,-5422.536999999999,0.0,-4777.927999999999,1162.279,-0.23326760000000002,2794.13,2793.8979999999997,8.977216799999999e-5,0.01894494,0.01735192,0.03629686
9.9e6,0.04998748000000001,81.56859,-5423.985999999999,0.0,-4779.789999999999,1162.132,-0.23339720000000003,2810.032,2809.797,-1.5985677000000002e-5,0.018939609999999996,0.017359140000000002,0.036298750000000005
1.0e7,0.05000273000000001,81.91462000000001,-5425.275,0.0,-4780.314,1162.488,-0.23340810000000003,2823.943,2823.709,1.99479792e-5,0.018956090000000002,0.01736944,0.03632554
