Sq,lambda_f,lambda_o,timeStep
"[1.29984730159234, 0.7239521417122222, 1.167639148037019, 1.4250005558463275, 1.6954870551885883, 2.0954284200585347, 2.47422244022428, 2.8896006201065663, 3.0331776081115986, 3.706015655072797, 4.667616642905004, 4.9031930709383635, 5.319327429830358, 7.303362727444143, 6.285079582060766, 5.549870047819314, 7.651668562935738, 9.82290847513458, 9.636888847061385, 7.955268037297385, 7.055810083883457, 8.246619648736347, 11.205297997497942, 14.634345857358323, 17.191198783743538, 18.088592182143806, 17.257821103795532, 15.209974975650926, 12.77052542477566, 10.815207152223765, 10.073168592381208, 11.016098095717812, 13.824484995358233, 18.41029623893144, 24.473400326894208, 31.572302161565116, 39.194949564591234, 46.82065039176935, 53.96857109444698, 60.23155659886839, 65.29614635790189, 68.95085480396713, 71.08527897388291, 71.68262235597707, 70.80797189696246, 68.59427603101193, 65.22754195787786, 60.93235982794628, 55.95850220013649, 50.56905244052049, 45.030286945890204, 39.603367665326516, 34.53778451122126, 30.0664120570469, 26.402001938286016, 23.734913215737155, 22.231880612886574, 22.035629394320246, 23.2651613984814, 26.016556179537055, 30.364152070601836, 36.36199270028925, 44.04544407789136, 53.43290522264493]",51.245304,1,8900000
"[1.2154737705138472, 0.7487418682447509, 1.033583835263486, 1.392846361024539, 1.8030893086351545, 2.0325653276281295, 2.173513660265077, 2.8680151739987725, 3.5575356296948115, 3.8568816161250914, 4.478683231048653, 5.3903587487703595, 5.7028257071545, 7.427139183477421, 6.439912863319718, 5.721833901804235, 7.782370454181338, 9.94420632620374, 9.697232338034546, 7.81425210454255, 6.635278953081273, 7.611565664928732, 10.515243627999089, 14.046201122196353, 16.792632898572364, 17.883616812499564, 17.18756836496621, 15.184264545773633, 12.694517163272819, 10.605870004093658, 9.666620748361451, 10.369011604362308, 12.912502141929705, 17.225371359965408, 23.021017365968863, 29.868900222556746, 37.26559305946325, 44.69689120327785, 51.68645900675181, 57.8297908070061, 62.81439084363658, 66.42825322410313, 68.55920205133327, 69.18766848044476, 68.3752256938573, 66.25081439779619, 62.99616496417754, 58.831515858456086, 54.002372693537374, 48.76776089354415, 43.39019864740682, 38.12745004337868, 33.22600227800512, 28.916135948574812, 25.40841435836272, 22.891398244967398, 21.530389486059956, 21.467015623325, 22.819482222079113, 25.683338992869785, 30.132625984419334, 36.221286470139844, 43.984752395806034, 53.44162584334865]",51.245304,1,9000000
"[1.4695664354189573, 0.8091669182290853, 1.0695328831058442, 1.3487789013390865, 1.742471985691939, 2.1446254974738665, 2.3483900236329474, 2.69400516948871, 3.212031761276227, 3.85566168825364, 4.418387857578917, 4.600414114291446, 5.168572756892278, 7.224859219912221, 6.531471906225379, 6.091414100094582, 8.207957685237467, 10.230258048305945, 9.81535590244707, 7.793927210852524, 6.454791438519041, 7.215524263654288, 9.892261184152868, 13.270845289037121, 16.003485092412603, 17.22627980283176, 16.762487266247856, 15.021744069380802, 12.758420801959273, 10.815598893747389, 9.924761580263487, 10.585361352841149, 13.01993778904833, 17.18691005344586, 22.829684178955986, 29.542870201902424, 36.84099718994506, 44.22014831864601, 51.20735148985699, 57.3959263232787, 62.46725987464316, 66.20081074282687, 68.47474713060149, 69.25973366217883, 68.60818591030797, 66.64095699010936, 63.53300926322413, 59.49922088562094, 54.78111792087293, 49.6350243587639, 44.32188802216784, 39.098865805384676, 34.21262891211997, 29.89426832412822, 26.355633328768285, 23.78691319743944, 22.355266961680485, 22.20431297167326, 23.45430411741819, 26.20283293912579, 30.525930971462316, 36.47944691705244, 44.100607559149296, 53.40968305864985]",51.245304,1,9100000
"[1.3566840284985897, 0.8239473500218158, 1.1301950604177515, 1.3435114050069752, 1.7996534426514497, 2.0198295885357083, 2.380198807403889, 2.655352595351456, 2.9704994933660345, 3.7461860732664487, 4.574282906235048, 4.789603591103103, 5.051797785414484, 7.12779672875099, 6.324602784052221, 5.802597157577032, 8.300157461880056, 10.6963416354202, 10.19828810458273, 7.865249963882423, 6.462799057213696, 7.603556970927664, 10.930378371856035, 14.898394153965015, 17.89869583550995, 18.98234208069045, 18.052098771286246, 15.690064543945933, 12.838342835940482, 10.488495452849401, 9.456699390893206, 10.262877672682805, 13.099515598510896, 17.863327029619818, 24.22237634656946, 31.696372171279474, 39.73463264353069, 47.78255624583872, 55.332430001610774, 61.957890389451244, 67.33349233749384, 71.2419391024375, 73.5718929748599, 74.30919198717127, 73.52394738402148, 71.35553575331953, 67.99702226548006, 63.680112090066075, 58.661352708674976, 53.210009281132905, 47.59780623193781, 42.09056272660739, 36.94163716114071, 32.387025289451614, 28.641918082779856, 25.898510159992597, 24.324850524090593, 24.064538783564576, 25.237087777448785, 27.938794451423334, 32.24398276285219, 38.20650385863868, 45.86139884893812, 55.2266476689955]",51.245304,1,9200000
"[1.3607177507455475, 0.7555147863225782, 1.0564574375100373, 1.3987171766561597, 1.7890817167589737, 1.9922992751717636, 2.209922748574458, 2.837364714168661, 3.127549647828892, 3.7570026223885087, 4.7091456380715195, 4.653446682639316, 4.964465118196186, 6.745834070546448, 5.874863000531097, 5.262672273443785, 7.2397802077097975, 9.320983335445852, 9.282446958344037, 7.894012884810661, 7.219081822676171, 8.421843825601627, 11.172590020199406, 14.26710724456902, 16.485985042251574, 17.13793000315981, 16.197280865504247, 14.167016579407814, 11.830414780295214, 10.00763593104598, 9.375855103133302, 10.368760631603495, 13.146762151514576, 17.618860028817092, 23.49550911672206, 30.354739169347468, 37.70846222654966, 45.06065866732666, 51.953166085081676, 57.997803464719794, 62.89555658370698, 66.44468838718963, 68.54013093249515, 69.16656868672408, 68.38740907029887, 66.33148611975238, 63.17894792821596, 59.14739556667198, 54.47900247613768, 49.42906294009767, 44.2561986887444, 39.2142896310259, 34.54608040933323, 30.478339981702376, 27.21840797630452, 24.951941250068774, 23.84167025672479, 24.026982116113835, 25.62416150935941, 28.72713858918713, 33.40861275089081, 39.72144081405041, 47.7001969130761, 57.36282858326071]",51.245304,1,9300000
"[1.3801166479214508, 0.7814683846158568, 1.142349136685194, 1.480758625726237, 1.757964101027371, 1.9797866256349381, 2.6485527502761537, 2.741437707260066, 2.7706494857375574, 3.80678084049099, 4.645298937398814, 5.1915630418203875, 5.416890991528094, 7.2897524480228775, 6.218546883676077, 5.542334659873746, 7.925452739729361, 10.264735026839547, 9.943931292530246, 8.13489538948695, 7.527305269083027, 9.509218041481294, 13.478060194973395, 17.735444395343755, 20.649167678089427, 21.348420570892216, 19.860136382795822, 16.888940727348064, 13.471505056318463, 10.659010089958489, 9.29670173883752, 9.911499302981735, 12.688967478058553, 17.51108241181856, 24.02727399905413, 31.737001346332534, 40.06899507570681, 48.44848416140565, 56.34852686543424, 63.324893648279996, 69.0359954544921, 73.2504043906974, 75.84486967943732, 76.79564220450202, 76.16558125271294, 74.08906632676651, 70.75626644319648, 66.39788333955856, 61.27111102636084, 55.64725181936759, 49.801197067772094, 44.00281190165094, 38.51014742231012, 33.56433025520517, 29.385938347117538, 26.172654667564505, 24.09798991884205, 23.310875802175254, 23.935947500800207, 26.074354635960557, 29.804961768986825, 35.18582103202153, 42.25581969751919, 51.036423878696084]",51.245304,1,9400000
"[1.3494788044985093, 0.7582027340800327, 1.1586160904070901, 1.2950043842831538, 1.7288135060598455, 2.2298506882073075, 2.186121342039047, 2.6072801014711926, 3.278869710189696, 3.9437865308257294, 4.9153239939595075, 5.247182182484465, 5.318800973913769, 6.995355493699215, 6.203756414003358, 5.960401874645624, 8.09884067559469, 9.785062238552825, 9.06181224458208, 7.179339361551912, 6.4725928994319775, 8.08539904878346, 11.489423244129252, 15.242313807964063, 17.941454361939385, 18.80790214058179, 17.82200620839095, 15.559301061790672, 12.906679901526651, 10.787441012650714, 9.960100833429902, 10.907879544273825, 13.80811545208104, 18.559272413828133, 24.841722905961408, 32.19219868177065, 40.07738522230502, 47.9576770464583, 55.33669038716347, 61.79545959156606, 67.01238395045243, 70.77116073527712, 72.95939878531696, 73.56059646935257, 72.64188363589088, 70.33951273723761, 66.84363612235182, 62.383483262078954, 57.21368437249309, 51.60218763369065, 45.81998623505772, 40.132702446193456, 34.79395936110228, 30.040396620351412, 26.088144520510948, 23.130552901431408, 21.336969939092718, 20.852375801932084, 21.79769271661072, 24.270613135915593, 28.34680913596619, 34.081407352213176, 41.51063371129325, 50.653550357922576]",51.245304,1,9500000
"[1.3785401240730033, 0.7331782271923863, 1.1721262006066544, 1.3468475620639477, 1.7052301251718829, 2.083159681510152, 2.138740919843413, 2.84666048395435, 2.76307591729774, 3.7724640480207383, 4.5355450277080624, 4.853209362920996, 5.134627352158713, 6.925579087425311, 5.918890141313339, 5.7098748030922355, 8.478372724712885, 10.837440312303501, 10.291668795641296, 8.132908461985325, 7.074690597332796, 8.557057651135151, 12.097535264189395, 16.119711831212435, 19.046545142710613, 19.97949607362809, 18.86146617815039, 16.295544900425007, 13.229348975684323, 10.65240122347587, 9.378236191352178, 9.92751616319314, 12.497957087676816, 16.995185812547035, 23.09817823300011, 30.337772954924027, 38.17320123689155, 46.05763244455971, 53.48855541455634, 60.042211263106914, 65.39340640391067, 69.32314060334053, 71.71687652111603, 72.55621050258382, 71.90637919743098, 69.90159550195966, 66.72974387072681, 62.61753462636923, 57.81684759942541, 52.59269714317592, 47.21302203285196, 41.94033763013772, 37.02517395371041, 32.70115138945935, 29.1815058337608, 26.65685851769274, 25.294025541274337, 25.23567266631062, 26.600637916942027, 29.484764890601543, 33.962111178143815, 40.08641743884425, 47.89274252819333, 57.39918809042156]",51.245304,1,9600000
"[1.3155380149866727, 0.8242712779997906, 1.1145171778566707, 1.3071858186791037, 1.7834319747237437, 2.3915948518955275, 2.417923663783722, 2.7623623418457224, 2.9679277679349667, 3.9611255769754172, 4.656948694925577, 4.7200245198474455, 5.339595502393203, 6.973610682004162, 5.982287589092036, 5.7735117286627275, 8.152370622011327, 10.16754672264319, 9.657391472159237, 7.676160710522613, 6.522818884271591, 7.470219914165583, 10.188078076979224, 13.410843864001258, 15.844961483192257, 16.742774781897165, 16.049880608983713, 14.263483991864367, 12.173670511744245, 10.610253604767076, 10.256650149771263, 11.546827054037882, 14.635651863856852, 19.422352882132614, 25.60542553891569, 32.75062986309562, 40.35872013571593, 47.92453154562954, 54.98320402682591, 61.142382827342466, 66.10123629088599, 69.65825466104155, 71.71026396775653, 72.24511930722223, 71.33030827555179, 69.09933007534829, 65.73730969274422, 61.466916316357604, 56.53531199381397, 51.202573709328604, 45.73181146439068, 40.38104173660358, 35.39676177110019, 31.009096331621368, 27.428345857669484, 24.842745453818683, 23.417241056057136, 23.29309707338744, 24.588164611409393, 27.397657933138625, 31.79530686617426, 37.834772890527404, 45.55123564331625, 54.96307396283059]",51.245304,1,9700000
"[1.3384119872306965, 0.7803017972829687, 1.2238081512281922, 1.3431726241356101, 1.7049957633050545, 2.149192618147842, 2.4270611433688405, 2.883395997950575, 2.7951691299135515, 3.8578388354882627, 4.364659676119943, 4.26290059449436, 4.535418248766479, 6.002406480598371, 5.484204322600093, 5.529395760623538, 7.810658473947748, 9.809314892949784, 9.530542353703533, 7.894384023817531, 7.030884395763236, 8.143101495826247, 10.915838321144243, 14.123573720596259, 16.497208389214222, 17.290121972839184, 16.437278091085858, 14.428534528176812, 12.058697164093402, 10.175240164863629, 9.487695407158357, 10.458262357485564, 13.266597212143553, 17.829749090439158, 23.855741964946983, 30.9119885684839, 38.49451089797927, 46.08897407572518, 53.218857661300454, 59.47932874961535, 64.5575335871925, 68.24125388687791, 70.41840710397425, 71.06992934912576, 70.25835255584656, 68.11401556123253, 64.82042966657679, 60.59991433577214, 55.70026173015265, 50.382894334243424, 44.912750232011234, 39.549960726357575, 34.54326650440633, 30.12504182152679, 26.50775184785202, 23.88164804559267, 22.41350321060714, 22.246195989258666, 23.498969928741236, 26.268211206630333, 30.628609803033264, 36.63458944525006, 44.321911148938796, 53.709372996401065]",51.245304,1,9800000
"[1.1976510491221979, 0.7561412164392212, 1.0900363695925068, 1.370564620964784, 1.5381316493741368, 2.2225732879179145, 2.266617767224548, 2.7187471154234206, 2.891873352856383, 3.925056574780825, 4.677842272768119, 5.154005036198891, 5.059916312760141, 6.685704379212329, 6.1456790361354985, 5.993578289037962, 8.231943445847374, 10.111969458124015, 9.497358519403917, 7.590141970718422, 6.876552906156288, 8.651040060993997, 12.404911412010618, 16.601531205162697, 19.70665367875013, 20.832211834056658, 19.895407261665298, 17.452954912024314, 14.405784687903715, 11.711948781297107, 10.175852122069806, 10.330898173602314, 12.404119904906672, 16.339843609979628, 21.858212493621238, 28.52827996288336, 35.841025339812624, 43.273179759141556, 50.33730869564074, 56.61691807132888, 61.78750004555492, 65.62562681199981, 68.00868968419107, 68.9079014585775, 68.3769236094328, 66.5380876521886, 63.56774798492466, 59.68189091861687, 55.1227634046538, 50.146988378421604, 45.015402972188674, 39.98468560543675, 35.30071934528557, 31.19356214797692, 27.87385020234773, 25.530440224036404, 24.3290931822966, 24.41200996348512, 25.89804455819107, 28.883439286119398, 33.442947043174364, 39.631225993349275, 47.48441151536751, 57.021787945928295]",51.245304,1,9900000
"[1.27838900264624, 0.7735683572145609, 1.0881944729728412, 1.3934081407564785, 1.710560058389532, 2.0081848786725756, 2.269290948092484, 2.758554513273981, 3.297920134796467, 3.346004990232698, 4.654123461178372, 5.224710361708878, 5.652156331527516, 7.245306369883297, 6.380677831828828, 6.059638077842865, 8.069653056770676, 9.699062643589546, 9.083707238373075, 7.429787735760625, 6.956794665413945, 8.721273104708315, 12.177970491479298, 15.919906489000754, 18.590984525776086, 19.438784130112314, 18.440944483764657, 16.148961034551665, 13.418971574684207, 11.149758979646036, 10.088987523805475, 10.724354763739889, 13.250562080757359, 17.591829810706006, 23.45782358418828, 30.41393738704975, 37.951885212266774, 45.55168500838222, 52.73046471083177, 59.07675276852872, 64.27104618697891, 68.09465498976824, 70.42933541102778, 71.2502694190162, 70.6147121366586, 68.64825174184811, 65.53020497032401, 61.47926563582386, 56.74016660884041, 51.57182152166277, 46.2371830479444, 40.99488489069872, 36.09261611771719, 31.762099607874056, 28.215501793146995, 25.643080294802655, 24.211872482419036, 24.06523583208315, 25.32306590240582, 28.082536566725977, 32.41922753216358, 38.3885245606969, 46.0271971604733, 55.355076227886464]",51.245304,1,10000000
