Sq,lambda_f,lambda_o,timeStep
"[1.3747635814279435, 0.8740486972745235, 1.155645252570443, 1.2996520251210517, 1.6659072709860117, 1.9123945012739059, 2.330440751514547, 2.872602599067669, 2.9784152263784223, 3.8823714466283685, 3.9091693738653017, 4.503210278852762, 4.530507282465304, 6.063324079552735, 5.872968895901399, 5.104836470971753, 6.022220472197922, 7.344164483632358, 7.325247091282469, 6.330908514016146, 5.881463180203247, 6.898353091016568, 9.11169364449908, 11.516456694102608, 13.09021825335956, 13.267278806288903, 12.065308013621916, 9.968056230316373, 7.705350155549201, 6.034269161397092, 5.575490174296802, 6.7206839287109235, 9.60444793312591, 14.12425224767914, 19.989799013460583, 26.785423638710018, 34.03319789388274, 41.248701368811496, 47.98518822118975, 53.86475319259701, 58.59705362759415, 61.987290785782015, 63.93567660832558, 64.43070006329091, 63.53832456858389, 61.388922633656684, 58.16337641768838, 54.07940181383125, 49.37882229584052, 44.31624251578529, 39.149354096123396, 34.13094370683359, 29.502559176212305, 25.48971447967267, 22.298470431047164, 20.113207012882032, 19.095398931732777, 19.383212825794676, 21.091758423633276, 24.31384373378015, 29.1211037837949, 35.56539196846101, 43.68034169329565, 53.483023098682914]",51.245304,1,4300000
"[1.3364338540044487, 0.7813692539930785, 1.1071097680682647, 1.4079830012741146, 1.566177755674916, 2.138944241208507, 2.229278383257765, 2.8175515451527353, 2.8190217752590883, 4.064167177411145, 3.9612859710558275, 4.705517869269444, 4.585567274296496, 6.639938338118718, 6.275370109234688, 5.649044982152075, 7.3109257446336615, 8.894467283215814, 8.230572429344754, 6.316749088448872, 5.4548446900537435, 6.844228511460448, 9.977538857860296, 13.399364220989298, 15.706141373460381, 16.15122605362034, 14.767679888661718, 12.178998551242977, 9.297196682784623, 7.043388489074528, 6.152826603712947, 7.075233456095935, 9.954604364203469, 14.663438775033685, 20.866961083789626, 28.097849528488336, 35.82804971507613, 43.52976592188543, 50.72204645560474, 57.00240122615237, 62.06476461738071, 65.70609611837617, 67.8242548483104, 68.4097178314243, 67.53341223675314, 65.33252582537453, 61.995731788018745, 57.74886468871643, 52.84173964731792, 47.536526989504054, 42.097878863203164, 36.78484649756403, 31.844517943691958, 27.50723670165665, 23.983222529462203, 21.460398978748835, 20.103231180066757, 20.052386823639583, 21.425049092843626, 24.31572950322801, 28.797449039145363, 34.92317620478167, 42.727429680785534, 52.2279706537558]",51.245304,1,4400000
"[1.3851083877132657, 0.8148120902473007, 1.2152865672057083, 1.292206103578398, 1.7241845466868935, 2.113331671587949, 2.0971284572118782, 3.161979310437326, 3.059283308285785, 4.014468976681602, 3.959803420624964, 4.404074434317229, 4.70776872414331, 6.908635488032151, 6.292041529657922, 5.770743785296898, 7.993645527998399, 10.108172534854077, 9.593372536333682, 7.393656053291662, 5.9094958167494, 6.494805025467243, 8.825636839280612, 11.624919114836091, 13.612662899931768, 14.077192532850173, 12.99863026047849, 10.888450693598879, 8.526502294719322, 6.715056623442631, 6.104302497753981, 7.099681050885649, 9.83867504724864, 14.216438548849302, 19.939589185187295, 26.591181495159713, 33.69472659020607, 40.769743584437656, 47.37510568557138, 53.139203207134045, 57.7777479782164, 61.10105807679528, 63.013089208951804, 63.50450838555346, 62.641893680696526, 60.55480945693238, 57.42213204256558, 53.458638810631584, 48.902553265790324, 44.004473134825254, 39.0178999736898, 34.19143352647556, 29.762584850096143, 25.953090736974364, 22.965570012473083, 20.981342442078034, 20.159226961820405, 20.63514264347868, 22.522349250114157, 25.91218144391429, 30.87514952010696, 37.46229846393281, 45.70673518260545, 55.62525035753958]",51.245304,1,4500000
"[1.1580142434928489, 0.8001524464249551, 1.1715999172547482, 1.461946231990864, 1.7628219730368382, 2.1370358863138583, 2.1853571708159647, 2.425989811349697, 3.356083230181749, 3.678054241392779, 3.7563786778502153, 4.4129194862245535, 4.6707457974918025, 6.59346943233106, 6.105070455823538, 5.488834558902387, 7.039536201565815, 8.63262329530983, 8.257216702634484, 6.608990862858489, 5.589684950012246, 6.2882623331666325, 8.413279958189694, 10.860706581435489, 12.51663490050151, 12.766159536080803, 11.618570155719475, 9.572843189087205, 7.379552830256839, 5.810178562024261, 5.488924001802424, 6.8009933282802395, 9.868118499586998, 14.572626005404341, 20.61015479123549, 27.554163168287662, 34.91991868684684, 42.220226063009925, 49.00897288947984, 54.9114079745685, 59.64193598198466, 63.01127154899424, 64.9252473799502, 65.37760824583687, 64.43890922917195, 62.243295494853136, 58.974558226789455, 54.85249148948188, 50.120247941020935, 45.0331208798414, 39.84896837169924, 34.820337999673995, 30.188240650713333, 26.177450085733806, 22.993163371607643, 20.81883797421033, 19.81501798492858, 20.118969379420502, 21.84495835041465, 25.085024596012772, 29.91012080675536, 36.37150897978281, 44.50232262008395, 54.31922078131415]",51.245304,1,4600000
"[1.2560852051597702, 0.7434028396025469, 1.0873646075861139, 1.3780829240809729, 1.6639427286363024, 2.134317490202226, 2.313066596314211, 2.414358478110272, 2.80628212980223, 4.161000436854614, 4.037715644531145, 4.4220857659566395, 5.162555847485691, 7.888074707655781, 6.565603102724718, 5.009545511886797, 6.958886205193333, 9.393657248066932, 9.150276919267633, 6.961291565748889, 5.4788771525975095, 6.346444282496001, 9.27582084001011, 12.783923111526272, 15.317220467129408, 15.9827119258552, 14.736073177008864, 12.19910488181766, 9.332198986520643, 7.121909787016384, 6.360111307033388, 7.530300739510186, 10.78400558589121, 15.978676154216764, 22.748951176377275, 30.589048682131438, 38.931203631934, 47.2115178214015, 54.91953764260619, 61.63124579688956, 67.02717104747236, 70.89831364143444, 73.14287406320848, 73.75662667063749, 72.8193987647529, 70.47963918722671, 66.93857739159236, 62.43503483161875, 57.231579639957936, 51.60241987859696, 45.82320680919305, 40.16275896532649, 34.87660947610705, 30.20221209244691, 26.355605637865317, 23.52932352426419, 21.891337509169972, 21.584837516874867, 22.728667941615598, 25.418262366140542, 29.726940942813446, 35.70745638308235, 43.3936947041394, 52.80245509808238]",51.245304,1,4700000
"[1.2948892959712044, 0.8040343285643813, 1.1581498679258697, 1.397808364370653, 1.656418696741977, 2.118792778191261, 2.3808777910298806, 2.734488997655722, 2.821601952315432, 3.5046347404361797, 4.085514277007942, 4.575273027603615, 4.739535655489072, 7.188588787512812, 6.679599716777252, 5.8719654693048975, 7.748334228337008, 9.780919508433216, 9.379734069890386, 7.346524568555204, 6.1171032585417295, 7.147298454354894, 10.098061075770952, 13.529806225906652, 15.952334718161886, 16.510510870216677, 15.16385055479749, 12.51663617024648, 9.507646069152651, 7.110053331532609, 6.115436893420193, 7.018969596305572, 9.991526069133624, 14.912541625284902, 21.437043128613226, 29.075251740890664, 37.26971241850122, 45.461025281712125, 53.13809840612258, 59.87223608343698, 65.33647716328852, 69.31268704821731, 71.6892811837139, 72.45237563805202, 71.67282219859582, 69.49113409462693, 66.10183732383929, 61.738346685606615, 56.6590927072207, 51.13532519325403, 45.44078951924854, 39.84330537834774, 34.59816420119871, 29.94319015040532, 26.095270423455947, 23.248144900756415, 21.57124580478076, 21.20938935559045, 22.283139131653503, 24.889681831604346, 29.104078168350796, 34.98077322341988, 42.5552708082667, 51.845894686204424]",51.245304,1,4800000
"[1.2754751280990302, 0.811682264825122, 1.058203508843047, 1.3050835790829396, 1.6249017624570323, 1.880075037592585, 2.1989059768543235, 2.9303484580990053, 3.099304164980972, 4.163206743681773, 3.7687434754383182, 4.7665924188329045, 5.065433076817867, 7.57484804227781, 6.787091535260437, 5.415605345069626, 6.996401576099341, 9.109467446247054, 8.897145047431636, 6.946247903444973, 5.661387953612669, 6.568101462065615, 9.406871726152342, 12.788912882992262, 15.24274254528777, 15.909321497575956, 14.732657045768962, 12.29833180062013, 9.52806714096371, 7.381394638261026, 6.639511527210103, 7.789511273122919, 10.995512314334142, 16.130885690167823, 22.845061914587912, 30.643211358368934, 38.963600091922046, 47.243564711532755, 54.969941586633105, 61.7132277422196, 67.14688635711597, 71.05431956365018, 73.32641414232447, 73.9524838465765, 73.0070897008132, 70.63476220204168, 67.0341720101042, 62.44285445426516, 57.123216090333926, 51.350248145840006, 45.40114022490091, 39.54682023467221, 34.045332639276886, 29.136895886409555, 25.04044100523385, 21.951418137538262, 20.0406589078246, 19.45409436862063, 20.313146455251495, 22.7156322901549, 26.73704306963303, 32.43208115747111, 39.83635946604829, 48.96818569866166]",51.245304,1,4900000
"[1.2582688246375062, 0.7746916139914324, 1.0919420660326742, 1.3635616436751568, 1.8321475972233068, 2.0425794766594687, 2.173422873427663, 2.7841907375610364, 3.395802298797174, 3.583516181274174, 4.30492855153722, 4.834450266814475, 5.298615365498599, 7.605984662967685, 6.829559502501598, 6.176634718083389, 8.299388164603318, 10.288747830757094, 9.634772045850879, 7.3549490170873835, 5.945301878893758, 6.80181969213518, 9.540933089258278, 12.749484541198195, 15.006515382110871, 15.51864397749048, 14.269036703388334, 11.844233059251788, 9.137593948905502, 7.0673550794445035, 6.375277122530392, 7.520166168352501, 10.652510210319548, 15.645910666627966, 22.160673428882138, 29.719440316913772, 37.780719222012706, 45.8018090169303, 53.28713306880186, 59.821205804375865, 65.08747784414902, 68.87537981937959, 71.0782793374809, 71.68501729136604, 70.76738734404744, 68.46550267215434, 64.97254797034098, 60.519997211285286, 55.364017270723416, 49.77348497264514, 44.01981997810883, 38.36867162339183, 33.073384862938646, 28.370098748903192, 24.474290797509408, 21.578563761269248, 19.85147078495246, 19.43718514224318, 20.455837498986924, 23.004363807914988, 27.157728295625734, 32.97040705627013, 40.47803756294793, 49.69915739456726]",51.245304,1,5000000
"[1.3534590665948456, 0.8432038147476646, 1.1537294390165556, 1.3568496743230003, 1.8350050520503105, 1.9675646158929931, 2.4307794456374316, 2.7097829918759757, 3.0025942351280275, 3.7117251090922587, 4.503538189454857, 4.916698248899545, 5.331889054061911, 7.988973727498003, 6.801580873973349, 5.491075178597153, 7.446920208047327, 9.499374740991758, 8.83523798064447, 6.6446945927787135, 5.701272176900618, 7.411700502227752, 11.139810581700736, 15.158665207020107, 17.842787855917603, 18.3597914856238, 16.78733453924361, 13.873494103743445, 10.678556301109381, 8.253072285722876, 7.4194364948521905, 8.665384598626357, 12.128345346321076, 17.64030689522136, 24.804609654493667, 33.08246631681488, 41.87433612106871, 50.58773748232041, 58.6880081775108, 65.73186660285238, 71.38562490600387, 75.43088063291184, 77.76078598734738, 78.36982919040618, 77.33966245315656, 74.82301627054356, 71.02723996367328, 66.19855512253342, 60.607726347532015, 54.537549376266405, 48.27232672499875, 42.08933628765542, 36.252187650890505, 31.005892787628987, 26.573441853959206, 23.1536621159561, 20.92014131098007, 20.02101032225763, 20.57939963437883, 22.694406529386146, 26.44243320727685, 31.878778529722528, 39.03938699932874, 47.942677406816316]",51.245304,1,5100000
"[1.3522914735449507, 0.7404748533084001, 1.1781436165593064, 1.4538423343731848, 1.7857243230158066, 2.2124833999307207, 2.5043277578158314, 2.7078538135067114, 2.953012603815749, 3.747864929578763, 3.978606793066505, 4.046529191213914, 4.577434003726779, 6.9346455619408385, 6.352174833058907, 5.783123237008982, 7.772960699332042, 9.723911333583414, 9.345489279931702, 7.511460852301099, 6.431846889994872, 7.34399738360042, 9.896930286342645, 12.817587386007522, 14.827972420510868, 15.219168757875403, 13.987087403947275, 11.675731593835778, 9.10766440221621, 7.127290963843157, 6.417238088378018, 7.400959937932197, 10.219160111891785, 14.75802171083636, 20.706945697275394, 27.627557800854657, 35.02110999184543, 42.38646686525255, 49.2649396521189, 55.271144668839526, 60.11091901336017, 63.588334553102705, 65.60424390587112, 66.14877837615364, 65.28996554262581, 63.160266812854665, 59.94243636794428, 55.85572408813839, 51.143114096631386, 46.06001891410971, 40.864637861932685, 35.81003224647388, 31.137861029232962, 27.07365025070782, 23.823428842802027, 21.571544992408697, 20.47947448358738, 20.68544028209466, 22.30467703698829, 25.430192177077064, 30.13389473222435, 36.46798243702596, 44.466496119045615, 54.146967262986294]",51.245304,1,5200000
"[1.3446756676381804, 0.8115133606359732, 0.9959833781478666, 1.4843898229531995, 1.5121451713482001, 2.247090218763396, 2.147145060075348, 2.80869413132636, 2.744436175104236, 3.8976376001963384, 3.970162184596096, 4.397234037253102, 5.501345664037809, 7.448494305643617, 5.925434660526786, 4.933863588027998, 7.0671667257522754, 9.2429262299054, 8.86506425668815, 6.845786416293119, 5.578397260030791, 6.432239897129268, 9.08233466062945, 12.210209406144584, 14.470427472967975, 15.096853690893159, 14.051603437775688, 11.869194169083979, 9.381662762141975, 7.4542299660698, 6.794228993788232, 7.847806120795114, 10.772551984859728, 15.464019843716297, 21.61342589798122, 28.77773863873757, 36.448746142583246, 44.11286243632329, 51.29764461960445, 57.604035411455996, 62.72530240817213, 66.45472158136542, 68.68448434610123, 69.3983110565575, 68.66000415166842, 66.59980086785542, 63.399976532179465, 59.28075947607442, 54.48727712354178, 49.27797210989298, 43.91470866240651, 38.654627850287746, 33.74369751213059, 29.411829536098928, 25.869394834615097, 23.304946926542218, 21.88396187898124, 21.748410132921673, 23.016990315400978, 25.785873447458368, 30.129825781277347, 36.10359832136856, 43.74348991534739, 53.0690080490672]",51.245304,1,5300000
"[1.2754586566775292, 0.854787399129568, 0.9790977187897406, 1.2489874079655041, 1.6077784943901186, 1.8273150587339424, 2.5709398214319616, 2.6727164661720755, 2.99614182997854, 3.8893508132141092, 4.694557474087905, 4.712851330920594, 5.076268155803017, 7.564185091383048, 6.441470082939716, 5.773112589699569, 8.594392501962567, 11.251997403333656, 10.62060541309809, 7.862961317673259, 5.979612574245267, 6.705026053641026, 9.678699782615212, 13.320186408675543, 16.015100184414482, 16.839809859245438, 15.724800298112951, 13.259286403454924, 10.366861221787634, 8.003780008470082, 6.947588294410077, 7.687361031062948, 10.398367432632295, 14.974536537143317, 21.09298765628122, 28.290198069269234, 36.03573438280811, 43.79521835855616, 51.07869183065822, 57.47369187641421, 62.66430904280713, 66.43853652277198, 68.68659320710279, 69.39285077225692, 68.62369682914543, 66.51325451096214, 63.248441592790236, 59.05444248661546, 54.181312072938006, 48.89214192526577, 43.45299687043157, 38.124666744485054, 33.15616556366997, 28.779838306877448, 25.207894765641626, 22.630172252706704, 21.21292753669305, 21.09846773921966, 22.405445908111815, 25.229666468351304, 29.64526654428182, 35.70615973935909, 43.447648389179065, 52.88812800493906]",51.245304,1,5400000
"[1.4061227585787648, 0.8284756295358809, 1.0685286438280908, 1.4233727489727495, 1.7131091662251394, 1.9205859192947747, 2.2379443137079598, 2.784052733500807, 2.851466025855919, 3.372316415763923, 4.109506569220839, 4.76721214559269, 5.0452476850666415, 6.50056732513207, 5.63713629293108, 5.510251871255333, 7.979492504424961, 9.953783098630954, 9.17474589069575, 6.8744139024433855, 5.560335195928753, 6.527738469975805, 9.312582420502205, 12.496588903542278, 14.709030633304987, 15.216235134440334, 14.03634675965544, 11.75512023525266, 9.23619226256605, 7.353705612506368, 6.805266375996453, 8.015446903712776, 11.115218217650659, 15.973904649667224, 22.2605437793862, 29.515967784874437, 37.22252954912242, 44.86362270033473, 51.969322952249584, 58.14745371862716, 63.101260804756684, 66.63588852794896, 68.65622446857519, 69.15863976094366, 68.21887071644977, 65.9778933174498, 62.62722065883963, 58.39465717521254, 53.53120017517579, 48.29949958550056, 42.964070986626595, 37.78329905644137, 33.00315965390572, 28.85251942133527, 25.539832870346036, 23.251040435324953, 22.14847026014713, 22.370556210569543, 24.032200695006473, 27.225630311364412, 32.02161296971015, 38.470925510613725, 46.605980014269335, 56.44253443324846]",51.245304,1,5500000
"[1.3693621552488946, 0.8249723720412774, 1.113510316861263, 1.4770654617730958, 1.7660115623604455, 2.004979867251613, 2.0957360448877425, 2.545559297972485, 2.7593629888615725, 3.2991785031782865, 3.9502052007254655, 4.203203139760987, 3.983579390406666, 5.817158621598875, 5.2536529510667105, 5.138357320369951, 7.877848407952913, 10.400620188049212, 9.963577996968562, 7.513701506467143, 5.703175136491836, 6.1566875858694665, 8.655419643572621, 11.849021828826066, 14.296051223094016, 15.130519055402617, 14.238999377445056, 12.110803480926238, 9.559532329724654, 7.452589450735424, 6.513896163332641, 7.214940900499455, 9.742514396653823, 14.021268753781795, 19.76853983460998, 26.562663453142868, 33.91126023423722, 41.3110401422377, 48.294852260596414, 54.46476258081577, 59.5119430297236, 63.22528542387479, 65.49113721736819, 66.28660115392724, 65.6686213334637, 63.76072408920347, 60.73888366150053, 56.817596917686345, 52.236910052069845, 47.25085733500614, 42.11755008405746, 37.090988839332844, 32.41455554153724, 28.316066421235707, 25.004221536133713, 22.66626554393898, 21.46666968436571, 21.54665165802762, 23.024363929123222, 25.995598793373986, 30.534878069949652, 36.6968149249873, 44.51765408634182, 54.016913942771176]",51.245304,1,5600000
"[1.4913460240035763, 0.7064687939656299, 1.311343081920419, 1.3245098824455424, 1.6680160847768937, 1.8848299521287204, 2.189955889823697, 2.7106108354871665, 2.670246046846084, 3.511243497371, 3.9864223683969846, 4.700319503788183, 5.114864216357285, 7.1699662677977525, 6.108080328709539, 5.22041828670808, 7.264961939364879, 9.437515844073769, 9.185717186226094, 7.2794639323337735, 5.939587349816333, 6.475831234368558, 8.653875013408324, 11.326662514956729, 13.300119304358715, 13.875435834796349, 12.989882194501334, 11.090927718986974, 8.902481485395771, 7.193910000474985, 6.607382310700443, 7.559190811545723, 10.207897208154447, 14.47216414885656, 20.07916265674088, 26.6267792530371, 33.64697603569021, 40.662049054393734, 47.22936338225197, 52.97307774629521, 57.60336647100618, 60.92482156544991, 62.83625827226516, 63.32424500209471, 62.452500242576214, 60.3489746827545, 57.19205856258598, 53.196981563289, 48.60313934919957, 43.66280288792754, 38.631447636458105, 33.7597761200848, 29.28739215366244, 25.43800934990993, 22.41603202841669, 20.40432538532012, 19.562987175478458, 20.028939820457058, 21.916175601970387, 25.316505293998883, 30.300679963723343, 36.9197751676262, 45.206745362090984, 55.17807342098222]",51.245304,1,5700000
"[1.3319837674690294, 0.8893367935105413, 1.0878345098253261, 1.4056485873453581, 1.5401029926322594, 1.9921151950557499, 2.1277055387264605, 2.6925787347390413, 2.812967143061377, 3.582227688568957, 3.999221451999771, 4.297602345503604, 4.741170196888324, 6.039917369207581, 5.522577131460588, 5.357802812739534, 6.899042299851839, 8.163538976182023, 7.719754147541484, 6.370923638790941, 5.706374830590084, 6.534319270573715, 8.547255094573162, 10.823938859096645, 12.456679695288258, 12.934706158348254, 12.239261746186099, 10.746734129227896, 9.051240323535742, 7.785885195122285, 7.484780301702854, 8.500060940981447, 10.971088921341106, 14.834502521883122, 19.861058065305578, 25.706019163736286, 31.96246619596291, 38.21011499539328, 44.05529402532639, 49.160237065716665, 53.261666847531544, 56.179801346730514, 57.81952111677603, 58.16563482164752, 57.27410745705883, 55.26088539795813, 52.28964988270767, 48.55951428820288, 44.29338649737991, 39.727464733551415, 35.10213054274303, 30.654345735922956, 26.611546377840543, 23.186949654549576, 20.576141481172744, 18.954787206747877, 18.477298742211516, 19.276293894772422, 21.462693665476028, 25.126317712855503, 30.336854857551668, 37.145102808127305, 45.5843881515428, 55.672093392942195]",51.245304,1,5800000
"[1.3723333247310514, 0.7699493283629842, 1.0843260297733082, 1.4186711282156221, 1.6530534641892751, 1.9146899701301365, 2.101422168289042, 2.421424707081269, 3.0990940916634813, 3.8103811553478297, 4.081352337783375, 4.236154128507994, 4.742857864075494, 6.770003316043437, 5.890409293084739, 5.254239959782135, 7.364083220324756, 9.407222527983425, 8.944085970085268, 6.929015496639671, 5.728376681111318, 6.655231327670613, 9.35132331403036, 12.508931882863925, 14.8152395344308, 15.52398097316241, 14.586248338450567, 12.498903251627544, 10.046527681672726, 8.054400638955046, 7.208152729161446, 7.953236001703996, 10.46438967909501, 14.666050012622515, 20.283508226087243, 26.90754969958138, 34.05977928581614, 41.250390536917216, 48.02402626834741, 53.992319689926205, 58.853689685165705, 62.402125248647074, 64.52722317748848, 65.20783248599628, 64.5014749331438, 62.53138249632335, 59.472610994087184, 55.53831335476509, 50.96692001967301, 46.01069335827279, 40.92590151460022, 35.96469138142128, 31.36862325274034, 27.36375254161902, 24.157098164707556, 21.934314969608742, 20.858382252191184, 21.06912656497721, 22.683410431620672, 25.795836082335647, 30.479832614433928, 36.7890144688239, 44.75871775172964, 54.407638085812295]",51.245304,1,5900000
"[1.436594868081524, 0.7940356523885561, 1.116146078639649, 1.4990178265971617, 1.8591546850011518, 1.9051931518842866, 2.2898882846184168, 2.6781659507905173, 3.0373711090004547, 3.7246652855568296, 4.327946486391198, 4.794830149417278, 5.3918599471448765, 7.53667466624775, 6.3210412976492805, 5.421505780941139, 7.83138222239892, 10.477426834383625, 10.432888121759985, 8.451151563296508, 7.040065274358358, 7.754265031401824, 10.355906515856942, 13.49679881701477, 15.753683139194193, 16.303425268446976, 15.101449589731384, 12.71925087960487, 10.046118546029774, 8.001466148884358, 7.328829428988372, 8.487313551880058, 11.626233374444402, 16.617544223043165, 23.120535250201744, 30.65818705484447, 38.69092658274617, 46.679359375997464, 54.13215697253328, 60.63848554796742, 65.8863423054897, 69.66919137857323, 71.88364289586866, 72.52084058762115, 71.65390335102126, 69.42333869208177, 66.02189882975354, 61.67993560513644, 56.651954637502485, 51.20478172894718, 45.607534122695604, 40.12342886648747, 35.00335065677994, 30.481032040578402, 26.769660263606767, 24.059709130812546, 22.51779417171997, 22.286359776059847, 23.484023658153735, 26.206423982322793, 30.527435582418182, 36.500642479064986, 44.16097341132722, 53.52642481984723]",51.245304,1,6000000
"[1.2966214095437676, 0.7665560081732049, 1.0502688185959097, 1.3826689053748642, 1.913063272617622, 2.0885040745686156, 2.353445822353272, 2.4633232787451385, 2.902859448482648, 4.283409274461858, 4.687015701990027, 5.180926865606239, 5.298746161449592, 6.973864143231636, 5.976592205158804, 5.139443577217821, 7.023839976817646, 9.011541177845732, 8.70514124031321, 6.929840298850725, 5.908282303429969, 6.893004316735541, 9.53212834627181, 12.545091406308845, 14.648213146326775, 15.130458888375745, 13.98884607776164, 11.771673052351987, 9.308668545390075, 7.4528531916399805, 6.894599694755187, 8.061900648777874, 11.095263268285738, 15.875596028676087, 22.082692733753152, 29.265699846553304, 36.91224903898457, 44.508074056266686, 51.5831370021054, 57.74333766293452, 62.68883945171541, 66.22111852512207, 68.24126504247884, 68.74205610049812, 67.79605645260413, 65.54161727294148, 62.16822420859637, 57.902248718514585, 52.99381065551479, 47.705177086153846, 42.300903206465335, 37.039760291468106, 32.168384271164776, 27.91650722841842, 24.493593728828152, 22.086686343679126, 20.859263267996052, 20.95092017595754, 22.477704250816135, 25.532947604771643, 30.188467876774915, 36.49602417184336, 44.488935727466426, 54.18378820100686]",51.245304,1,6100000
"[1.3931682687020255, 0.7478273170467612, 1.1457719510792876, 1.3290224556382255, 1.7755067700626608, 2.1904521780246298, 2.290713796126675, 2.7896895927854355, 2.7500243993917124, 3.8170351013342456, 4.4198021719874045, 4.809539675848951, 4.882476607619838, 6.340639179819662, 5.644518246104619, 5.216439724105816, 7.141270536421901, 9.119676806198202, 8.982260719021628, 7.3564085320384605, 6.201613111935953, 6.7252218451449854, 8.743937824200149, 11.218808406855581, 13.051809922289356, 13.60081305959912, 12.817608767377088, 11.130026300090567, 9.220365990196747, 7.807371565621551, 7.484872549645234, 8.631141373660657, 11.38123637543652, 15.645548295513118, 21.156370964437844, 27.526818521278276, 34.310414566622754, 41.053801193120215, 47.33855674472245, 52.810800542658825, 57.199085672691126, 60.322155266084266, 62.088633926837566, 62.49081770851814, 61.59456421136396, 59.52698680233291, 56.46330780753298, 52.61387960404552, 48.212071625444814, 43.50346051873062, 38.73655406300447, 34.15512423480151, 29.992114641140187, 26.46501465191188, 23.77254906098529, 22.09251076640072, 21.580558587734895, 22.369807872424982, 24.571054015072814, 28.273485428635183, 33.545760685869894, 40.43734297561381, 48.98000268824973, 59.1894152434584]",51.245304,1,6200000
"[1.2250481432188354, 0.7846447143403766, 1.1525652233255725, 1.4692276187634812, 1.5818892677589154, 2.131601590230461, 2.4305163054285717, 2.579414128891956, 2.7442680851118966, 3.578553155447838, 4.244793327388019, 4.703799848775668, 4.8980081241338445, 7.038309888376444, 6.066494983780929, 4.960730353467968, 6.779369032487298, 8.991091822372404, 8.95456944273324, 7.27843507419582, 6.139090034619933, 6.866968356908127, 9.227425399369613, 12.038209953178209, 14.068536882150749, 14.61141819646328, 13.629968887270946, 11.618004975787965, 9.347490327756972, 7.6234105097066935, 7.10498029842505, 8.207653896420327, 11.075892503113241, 15.606822090838751, 21.5038735470189, 28.34279710313239, 35.63726713773521, 42.8960661840704, 49.66780897097834, 55.572094749771246, 60.31789620122714, 63.711076089243754, 65.65338028179924, 66.13528976448097, 65.2248927937426, 63.05458806817238, 59.80703836365923, 55.7014166515352, 50.98065385477904, 45.90012239590495, 40.71797468052786, 35.68719622414593, 31.049321567889898, 27.029688617889303, 23.834064943204382, 21.64646013484036, 20.627935024592052, 20.916226115208254, 22.626017895573433, 25.849713752870905, 30.65857575237652, 37.104123123497, 45.219697884912264, 55.02212307408431]",51.245304,1,6300000
"[1.285217191611367, 0.7617197628102573, 1.156298916863792, 1.3921884400811986, 1.7562215171696138, 2.1810765676494763, 2.4127854822389576, 2.895503128605232, 2.9308324734483553, 3.384755913453706, 3.591943025591578, 3.9618120688839595, 4.401562130669847, 6.413588792869549, 5.859902303841676, 5.045442478533841, 6.412341514998184, 8.00700039552188, 7.898149932610305, 6.74278132444887, 6.289763669515486, 7.4544687450244975, 9.858497551120264, 12.422506892273322, 14.117795349369835, 14.409100400750717, 13.34191185352605, 11.40479708195842, 9.308842343950422, 7.7789860456582, 7.402481103015506, 8.54540456794978, 11.329197029756763, 15.651250857269536, 21.232279662893266, 27.675449717957562, 34.52596784429265, 41.32373526819799, 47.6451030557859, 53.132406027182554, 57.51176390698267, 60.60071753386991, 62.307772474390525, 62.62602062211062, 61.62285174763297, 59.427469742066926, 56.21757761230135, 52.206246933147234, 47.62967394291678, 42.73626135358942, 37.777256458192234, 32.99901956148947, 28.63688575440651, 24.91050972545656, 22.020539668667727, 20.146445090789385, 19.445318166213962, 20.051474114263183, 22.076688868020156, 25.61092904019564, 30.72344767209788, 37.46413794784628, 45.86505495946375, 55.94203210398144]",51.245304,1,6400000
"[1.300246050079133, 0.8326325343008386, 1.0636102280781867, 1.4099030801565657, 1.52390790059617, 1.9423662253959941, 2.3800164164783975, 2.5645702547919753, 2.8860131813118417, 3.8737627692072607, 3.929108719835608, 4.236958202848524, 5.252224595305154, 7.24235477440192, 5.991600417080562, 5.3515816851029, 7.772858033134429, 10.072321882590888, 9.65549521455706, 7.550291317035259, 6.2634497712193875, 7.188724307294844, 9.954084548277997, 13.184239128025816, 15.506301806037492, 16.158231838829057, 15.1208231917542, 12.945020781735948, 10.468794783871447, 8.552726122904927, 7.893168297068312, 8.923935557535334, 11.792688992410683, 16.389406495877502, 22.40448147670826, 29.398201061197906, 36.86871963908041, 44.3106729770423, 51.26063051563667, 57.328501163577414, 62.215882912137985, 65.72337850895005, 67.74931289142117, 68.28228880376162, 67.38977243556143, 65.20453563541922, 61.91038062673817, 57.72819043662774, 52.90301257130802, 47.69260714837279, 42.357675218327145, 37.15382356171237, 32.32521090247322, 28.099748278000572, 24.685684542398985, 22.269388873298855, 21.01413915013994, 21.05973289597967, 22.52275203816396, 25.49733099400446, 30.05629733277642, 36.25257399632259, 44.12075079674464, 53.678750065166305]",51.245304,1,6500000
